,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
13199,"Siddhartha: Love, Lust, Peace",,131.0,Drama,6.0,55.0,Mukul Misra,Shivam Bhaargava,Mahesh Bhatt,Shazahn Padamsee
13200,Sikandar,1976.0,131.0,,6.0,55.0,Sai Paranjape,Veeni Paranjape Joglekar,Kulbhushan Kharbanda,Manorama Wagle
13201,Sikandar,2009.0,110.0,"Crime, Drama, Mystery",6.4,262.0,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri
13202,Sikandar E Azam,1965.0,131.0,"Adventure, Drama, History",7.9,35.0,Kedar Kapoor,Prithviraj Kapoor,Dara Singh,Mumtaz
13203,Sikandar Ki Lalkar,1993.0,131.0,Action,6.0,55.0,Chiranjeevi,Silk Smitha,,
13204,Sikandar Sadak Ka,1999.0,144.0,"Action, Drama",3.9,12.0,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi
13205,Sikka,1989.0,180.0,"Action, Drama",4.5,35.0,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari
13206,Sikka,1976.0,131.0,,6.0,55.0,Dilip Bose,Anil Dhawan,Ambika Johar,Satyendra Kapoor
13207,Sila,1988.0,131.0,Drama,6.0,55.0,B.R. Ishara,Raj Kiran,Priya Tendulkar,Sadashiv Amrapurkar
13208,Silence of Sleep,2020.0,90.0,Thriller,6.0,55.0,Sudhish Kumar,Naina Khan,Rishabhraj Mehrotra,Udayyan Raathore
13209,Silence Please... The Dressing Room,2004.0,100.0,Thriller,2.9,13.0,Sanjay Srinivas,Tom Alter,Salil Ankola,Sonali Kulkarni
13210,Silence the Court Is in Session,2015.0,105.0,Drama,6.2,13.0,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
13211,Silence: Can You Hear It,2021.0,136.0,"Crime, Thriller",6.6,3324.0,Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar
13212,Silent House Remake,,131.0,Horror,6.0,55.0,,,,
13213,Silky,1984.0,131.0,Thriller,6.0,55.0,Bhanuchander,Raghuvaran,Silk Smitha,
13214,Silsiilay,2005.0,134.0,Drama,4.0,696.0,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen
13215,Silsila,1981.0,182.0,"Drama, Family, Romance",7.3,2603.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan
13216,Silsila Hai Pyar Ka,1999.0,150.0,"Comedy, Drama, Romance",2.5,209.0,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani
13217,Silvat,2018.0,45.0,"Drama, Romance",7.1,168.0,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon
13218,Silver King,1935.0,161.0,,6.0,55.0,Chimanlal Luhar,Sabita Devi,Motilal,Sriranjani Sr.
13219,Silver King,1957.0,131.0,Action,6.0,55.0,Habib,Kamran,Ranjan Kapoor,Sheela Vaz
13220,Silver Queen,1946.0,131.0,Action,6.0,55.0,Raja Yagnik,Madhuri,Navinchandra,Agha
13221,Sim Sim Marjeena,1958.0,131.0,Fantasy,6.0,55.0,Helen,Mahipal,Shakila,Niranjan Sharma
13222,Simba,1951.0,131.0,"Action, Adventure",6.0,55.0,Mohammed Hussain,,,
13223,Simhadriya Simha,2002.0,157.0,"Action, Drama",8.5,66.0,S. Narayan,Vishnuvardhan,Meena,Bhanupriya
13224,Simla Road,1969.0,131.0,"Action, Crime, Mystery",6.0,5.0,Jugal Kishore,Hiralal,Jugal Kishore,Dev Kumar
13225,Simmba,2018.0,158.0,"Action, Comedy, Crime",5.6,15244.0,Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan
13226,Simran,2017.0,124.0,"Crime, Drama, Thriller",5.1,3254.0,Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari
13227,Sin Story,,131.0,Thriller,6.0,55.0,Sanjay Amar,Pamela Mandal,Prashantt Guptha,
13228,Sinbad Jahazi,1952.0,131.0,Adventure,4.0,8.0,Nanabhai Bhatt,Nirupa Roy,,
13229,Sindbad Alibaba and Aladdin,1965.0,131.0,"Adventure, Fantasy, Musical",3.7,7.0,Prem Narayan Arora,Agha,Master Bhagwan,Helen
13230,Sindbad the Sailor,1952.0,131.0,Fantasy,6.0,55.0,Master Bhagwan,Jayant,Pran,Ranjan
13231,Sindhustan,2019.0,64.0,"Documentary, Family, History",9.3,36.0,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara
13232,Sindoor,1947.0,131.0,,6.0,55.0,Kishore Sahu,Mehmood,Kishore Sahu,
13233,Sindoor,1987.0,162.0,"Comedy, Drama",5.1,113.0,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari
13234,Sindoor Bane Jwala,1982.0,131.0,,6.0,55.0,K. Bapaiah,Sanjeev Kumar,Rajshree,Sharada
13235,Sindoor Ka Daan,1984.0,131.0,Drama,6.0,55.0,Rajni Bala,Jayshree Gadkar,Rajan Haksar,Arvind Kumar
13236,Sindoor Ki Holi,1996.0,131.0,Action,6.0,55.0,Shagufta Ali,Sangeeta Ghosh,Bharat Kapoor,Kader Khan
13237,Sindoor Ki Saugandh,2002.0,131.0,Action,6.0,55.0,Swaroop Kumar,Ishrat Ali,Arun Bakshi,Pinky Chinoy
13238,Sindoor Mange Khoon,2001.0,131.0,Action,6.0,55.0,Hemant Birje,Adi Irani,Mohan Joshi,Ravi Kishan
13239,Sindoori,1982.0,131.0,Drama,6.0,55.0,,,,
13240,Singaar,1949.0,131.0,"Drama, Family",6.8,9.0,J.K. Nanda,Paidi Jairaj,Suraiya,Madhubala
13241,Singapore,1960.0,135.0,"Crime, Thriller",6.5,71.0,Shakti Samanta,Shammi Kapoor,Padmini,Maria Menado
13242,Singh Is Bliing,2015.0,141.0,"Action, Comedy",5.0,7891.0,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta
13243,Singh Is King,2008.0,135.0,"Action, Comedy, Crime",5.7,14526.0,Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri
13244,Singh Saab the Great,2013.0,134.0,"Action, Drama",5.6,2200.0,Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj
13245,Singham,2011.0,143.0,"Action, Crime, Drama",6.8,14788.0,Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj
13246,Singham,2019.0,141.0,"Action, Drama",5.5,96.0,Navaniat Singh,Priyanka Arya,Sonam Bajwa,Kartar Cheema
13247,Singham Returns,2014.0,142.0,"Action, Crime, Drama",5.7,7675.0,Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte
13248,Singhasan,1986.0,161.0,"Action, Adventure, Romance",5.1,14.0,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover
13249,Singhwahini,2021.0,131.0,Documentary,6.0,55.0,Lubdhak Chatterjee,Nihal Parashar,,
13250,Singing with Angry Bird,2016.0,88.0,"Documentary, Drama, Family",7.5,48.0,Hyewon Jee,,,
13251,Sinhal Dweep Ki Sundari,1937.0,161.0,Action,6.0,55.0,Kikubhai Desai,Gohar,Mehrunissa,Mirajkar
13252,Sinhal Dweep Ki Sundari,1960.0,131.0,Fantasy,6.0,55.0,Shantilal Soni,Nalini Chonkar,Daljeet,Anand Kumar
13253,Sinhasan,1934.0,131.0,,6.0,55.0,Gajanan Jagirdar,Shantakumari,,
13254,Sins,2005.0,138.0,"Drama, Romance, Thriller",4.2,387.0,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja
13255,Sipah Salar,1936.0,131.0,,6.0,55.0,Jagatrai Pesumal Advani,Khurshid Begum,,
13256,Sipahi,1941.0,131.0,,6.0,55.0,Daud Chand,Hiralal,Zohra,
13257,Sipahi,1945.0,131.0,Drama,6.0,55.0,G.K. Mehta,,,
13258,Sipahi Ka Sapna,1948.0,131.0,,6.0,55.0,Sushil Majumdar,,,
13259,Sipahi Ki Sajni,1936.0,134.0,,6.0,55.0,Chandulal Shah,Gohar,Eddie Billimoria,Ram Apte
13260,Sipahiya,1949.0,131.0,,6.0,55.0,Aspi Irani,Madhubala,Lala Yaqoob,Altaf
13261,Sipahsalar,1956.0,131.0,Action,6.0,55.0,Mohammed Hussain,Shammi Kapoor,Nadira,Kamal Mehra
13262,Sir,2018.0,99.0,"Drama, Romance",7.7,5461.0,Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni
13263,Sir,1993.0,151.0,"Crime, Drama, Romance",6.2,336.0,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri
13264,Sir Sir Sarla,2020.0,131.0,Drama,6.0,55.0,Suman Mukhopadhyay,Sanjay Dadhich,Makrand Deshpande,Aahana Kumra
13265,Sirf 5 Din,2018.0,145.0,Horror,6.0,55.0,V. Menon,Raj Babbar,Anuj Gill,Mahie Gill
13266,Sirf Romance: Love by Chance,2007.0,160.0,Romance,3.4,8.0,Raja Bundela,Zeenat Aman,Raj Babbar,Arun Bakshi
13267,Sirf....: Life Looks Greener on the Other Side,2008.0,135.0,Drama,5.8,96.0,Rajatesh Nayyar,Kay Kay Menon,Manisha Koirala,Ranvir Shorey
13268,Sisakti Kaliyaan,1991.0,131.0,Drama,6.0,55.0,,,,
13269,Siskiyaan,2005.0,125.0,"Drama, Thriller",5.1,73.0,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood
13270,Siskiyan,1983.0,131.0,Thriller,6.0,55.0,Sher Jeng Singh,Sher Jung Singh,Master Bhagwan,Narendra Chanchal
13271,Sister,1980.0,131.0,Drama,6.0,55.0,Rajdeep,Rehana Sultan,Gautam Bhatia,Bharat Kapoor
13272,Sisters of the Trees,2018.0,82.0,Documentary,6.0,55.0,Camila Menéndez,Lucas Peñafort,,
13273,Sisters: A Secret Unveiled,,131.0,Drama,6.0,55.0,Nisant,Rajesh Singh,Khushboo Khan,Dollops Singh
13274,Sita Shuddhi,1924.0,131.0,,6.0,55.0,Dhundiraj Govind Phalke,,,
13275,Sita Swayamvar,1976.0,131.0,"Adventure, Drama, Fantasy",8.2,29.0,Bapu,Ravi Kumar,Jaya Prada,Satyanarayana Kaikala
13276,Sitam,1982.0,131.0,"Drama, Family",6.0,14.0,Vikas Desai,Aruna Raje,Naseeruddin Shah,Smita Patil
13277,Sitam,2005.0,131.0,Drama,2.6,20.0,Partho Ghosh,Kiran Janjani,Tara Sharma,Mallishka
13278,Sitamgar,1958.0,131.0,,6.0,55.0,T. Prakash Rao,Shivaji Ganesan,Padmini,Ragini
13279,Sitamgar,1985.0,131.0,Action,6.7,54.0,Raj N. Sippy,Dharmendra,Parveen Babi,Rishi Kapoor
13280,Sitamgar,1954.0,131.0,Action,6.0,55.0,Aakkoo,Habib,Nazir Kashmiri,Krishna Kumari
13281,Sitamgarh,1934.0,158.0,Drama,6.0,55.0,Jayant Desai,Eddie Billimoria,Keki Bawa,Ghori
13282,Sitapur Ki Geeta,1987.0,131.0,"Action, Crime",5.5,31.0,Shibu Mitra,Rajesh Khanna,Hema Malini,Pran
13283,Sitapur: The City of Gangsters,2021.0,131.0,Action,6.0,55.0,Mobeen Warsi,Jabbar Akram,Mirza Azhar,Utkarsh Bajpayee
13284,Sitara,1955.0,131.0,,6.0,55.0,S.K. Ojha,Amar,Pratima Devi,Gope
13285,Sitara,1938.0,169.0,,6.0,55.0,Ezra Mir,Rattan Bai,Khurshid Begum,Nazir
13286,Sitara,1980.0,125.0,"Drama, Family",6.5,24.0,Meraj,Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi
13287,Sitara,2020.0,131.0,Drama,6.0,55.0,Vandana Kataria,Sobhita Dhulipala,Rajeev Siddhartha,
13288,Sitaramaraju,1999.0,131.0,"Action, Drama, Romance",5.7,144.0,Y.V.S. Chowdary,Nagarjuna Akkineni,Harikrishna Nandamuri,Sakshi Shivanand
13289,Sitaron Se Aage,1958.0,131.0,"Drama, Musical",6.1,10.0,Satyen Bose,Ashok Kumar,Rajasulochana,Johnny Walker
13290,Situationship,2019.0,131.0,Drama,6.0,55.0,Victor Mukherjee,Victor Mukherjee,Khushboo Kankan,Shruti Pathak
13291,Sivaji,2007.0,188.0,"Action, Drama, Thriller",7.5,18422.0,S. Shankar,Rajinikanth,Shriya Saran,Suman
13292,Sivappathikaaram,2006.0,112.0,Action,5.5,86.0,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas,Raghuvaran
13293,Six December,2012.0,131.0,,6.0,55.0,Rati Agnihotri,Prem Chopra,Neha Dhupia,Mohan Joshi
13294,Six Hours With Terrorists,2011.0,131.0,Drama,6.0,55.0,Karan Kashyap,Sunil Chauhan,Laila Panda,Abdul Sheikh
13295,Six X,2016.0,133.0,Drama,6.9,210.0,Chandrakant Singh,Seema Azmi,Shweta Bhardwaj,Hrishitaa Bhatt
13296,SIXER,2001.0,80.0,Drama,6.0,55.0,Gul Bahar Singh,Punya Darshan Gupta,Manjushree,
13297,Sixteen,2013.0,138.0,"Drama, Romance, Thriller",6.3,1680.0,Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani
13298,Siyaah..,2012.0,97.0,Horror,5.3,63.0,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos,Zarine Ali
13299,Siyaasat: The Politics,2006.0,131.0,Action,6.0,55.0,Sadashiv Amrapurkar,Milind Gunaji,Dinesh Hingoo,Mushtaq Khan
13300,Siyasat,1988.0,131.0,Action,3.1,15.0,Mahesh Bhatt,Neelam Kothari,,
13301,Siyasat,1992.0,131.0,"Action, Drama",5.8,5.0,Sukhwant Dhadda,Kumar Gaurav,Kimi Katkar,Shashi Ranjan
13302,Siyavar Ram - Ramayana,2020.0,90.0,Animation,7.0,6.0,Murugan V.,,,
13303,Skater Girl,2021.0,107.0,"Drama, Family, Sport",6.6,1154.0,Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta
13304,Skates,,131.0,Drama,6.0,55.0,Chayan Sarkar,,,
13305,Slender Threads,1973.0,118.0,"Action, Drama",7.1,49.0,Raj Khosla,Vinod Khanna,Moushumi Chatterjee,Kabir Bedi
13306,Slightly Sane,,100.0,"Comedy, Drama",6.0,55.0,Pan Nalin,,,
13307,Slumdog Karodpati,2019.0,118.0,Thriller,6.0,55.0,Rajesh Patole,Udhav Garje,Rahul Gavane,Govindrao
13308,Slumdog Karodpati,2019.0,118.0,Thriller,6.0,55.0,Rajesh Patole,Udhav Garje,Rahul Gavane,Govindrao
13309,Smile Please,2004.0,131.0,Comedy,6.0,55.0,Yunus Patel,Sudha Chandran,Jasbir Jassi,Shakti Kapoor
13310,Smothered Voices,1977.0,131.0,Drama,6.0,55.0,Homi Hormasji,Mohan Agashe,Gerson Da Cunha,Kulbhushan Kharbanda
13311,Smuggler,1996.0,131.0,"Action, Crime",4.3,19.0,Ajay Kashyap,Dharmendra,Ayub Khan,Eva Grover
13312,Smuggler,1966.0,131.0,"Action, Crime",6.7,6.0,Aspi Irani,Sheikh Mukhtar,Kumkum,Sanjeev Kumar
13313,Smuggler,1959.0,131.0,Action,6.0,55.0,,,,
13314,Snatch & Grab,2009.0,89.0,Thriller,6.0,55.0,Errol Peter Marks,Aditya Sawant,Yogesh Bhalekar,Wynrica Gonsalves
13315,Snegithiye,2000.0,154.0,"Drama, Musical, Mystery",6.5,276.0,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu
13316,Sneh Bandhan,1940.0,131.0,,6.0,55.0,Jagatrai Pesumal Advani,Eddie Billimoria,,
13317,Sneham Kosam,1999.0,169.0,"Action, Drama",6.5,270.0,K.S. Ravikumar,Chiranjeevi,Meena,Vijayakumar
13318,Snehlata,1936.0,131.0,,6.0,55.0,Balwant Bhatt,Jayant,,
13319,Sniffer,2013.0,137.0,"Adventure, Comedy, Drama",5.9,680.0,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee
13320,Snip!,2000.0,131.0,"Comedy, Thriller",4.7,124.0,Sunhil Sippy,Sohrab Ardeshir,Nikhil Chinappa,Makrand Deshpande
13321,Soch,2002.0,145.0,"Drama, Mystery, Thriller",4.3,86.0,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar
13322,Soch Lo,2010.0,131.0,"Action, Crime, Drama",6.5,86.0,Sartaj Singh Pannu,Barkha Madan,Iris Maity,Nishan Nanaiah
13323,Socha Na Tha,2005.0,137.0,"Comedy, Drama, Romance",7.4,7475.0,Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka
13324,Socha Na Tha,1989.0,131.0,Romance,6.0,55.0,Hussain Sharif,Rakesh Bedi,Ike Choudhri,Anita Guha
13325,Sochna,2001.0,131.0,Drama,6.0,55.0,,,,
13326,Society,1955.0,131.0,,6.0,55.0,Shaheed Latif,Iftekhar,Vikram Kapoor,Nasir Khan
13327,Society,1942.0,131.0,,6.0,55.0,Nazir,Sitara Devi,Nazir,Majeed
13328,Society,1987.0,131.0,Thriller,6.0,55.0,,,,
13329,Society Kaam Se Gayi,2011.0,131.0,Drama,5.6,12.0,Rahul Dholakia,Seema Biswas,Sonia Gill,Javed Jaffrey
13330,Sohag,1940.0,131.0,,6.0,55.0,Balwant Bhatt,Kumar,Bibbo,Mazhar Khan
13331,Sohag Raat,1948.0,143.0,"Drama, Romance",7.2,6.0,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali
13332,Sohni Mahiwal,1985.0,142.0,"Action, Drama, Romance",6.1,263.0,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol
13333,Sohni Mahiwal,1946.0,131.0,,6.0,55.0,Ishwarlal,Ravindra Jaykar,Begum Para,
13334,Sohni Mahiwal,1933.0,131.0,,6.0,55.0,Harshadrai Sakerlal Mehta,Bhim,Gohar,
13335,Sohni Mahiwal,1958.0,104.0,"Musical, Romance",5.9,9.0,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash
13336,Solah Satra,1990.0,131.0,Romance,6.0,55.0,Munna Rizvi,Kiran Vohra,Jagdeep,Jahangir Jahangiri
13337,Solah Shukrawar,1977.0,131.0,"Drama, Family, Fantasy",6.0,55.0,Ashish Kumar,Rajni Bala,Indira Bansal,Abhi Bhattacharya
13338,Solah Somwar,2000.0,131.0,Drama,6.0,55.0,Anjana Trivedi,Upendra Trivedi,,
13339,Sold,2014.0,94.0,Drama,6.9,1589.0,Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose
13340,Sold: Fighting the New Global Slave Trade,2010.0,52.0,"Documentary, News",6.0,55.0,Jody Hassett Sanchez,Mira Nair,,
13341,Soldier,1998.0,156.0,"Action, Drama, Musical",6.2,2757.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta
13342,Soldier as Thakur Daler Singh,1969.0,131.0,Action,6.0,5.0,Pachhi,Ajit Singh Deol,Deepa,Dharmendra
13343,Solid Patels,,131.0,Comedy,6.0,55.0,Saurabh Varma,Shiv Panditt,Shazahn Padamsee,Kettan Singh
13344,Solva Saal,1958.0,135.0,"Comedy, Romance, Thriller",7.0,140.0,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev
13345,Solva Sawan,1979.0,140.0,Drama,6.0,22.0,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar
13346,Som Mangal Shani,1988.0,131.0,Action,6.0,55.0,S.R. Pratap,Hemant Birje,Shehzad Khan,Sood Upendra
13347,Some Where in Delhi,1956.0,128.0,"Comedy, Drama, Romance",5.1,9.0,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee
13348,Someone,2021.0,160.0,"Drama, Romance",6.0,55.0,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan
13349,Something Wrong,2021.0,110.0,Horror,6.0,55.0,Azhar Hussain,Rahul Jain,Priti Singh,Asad Khan
13350,Son of Ali Baba,1955.0,131.0,Fantasy,6.0,55.0,Majnu,Mahipal,Chitra,Chandrashekhar
13351,Son of Dracula,2009.0,94.0,"Fantasy, Horror",5.5,8.0,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen
13352,Son of Flower,2012.0,131.0,Drama,6.0,55.0,Raja Bundela,Jamie Alter,Tom Alter,J. Brandon Hill
13353,Son of Hercules,1964.0,80.0,Action,2.8,28.0,Sultan,Bipin Gupta,Kamran,Leela Kumari
13354,Son of India,1962.0,131.0,Drama,5.8,50.0,Mehboob Khan,Sajid Khan,Kamaljit Singh,Kumkum
13355,Son of Sardaar,2012.0,141.0,"Action, Comedy",4.0,9060.0,Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt
13356,Son of Sinbad,1958.0,131.0,Adventure,2.3,24.0,Nanabhai Bhatt,Master Bhagwan,Kuldip Kaur,Prem Nath
13357,Son Rise,2019.0,49.0,Documentary,8.2,213.0,Vibha Bakshi,,,
13358,Sona Chandi,1946.0,131.0,,6.0,55.0,Kamlabai Gokhale,Mehmood,,
13359,Sona Spa,2013.0,102.0,"Drama, Mystery, Thriller",3.5,189.0,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani
13360,Sonal,1973.0,131.0,Drama,6.0,55.0,Prabhat Mukherjee,Mallika Sarabhai,Jatin Khanna,Sulochana Latkar
13361,Sonali Cable,2014.0,127.0,"Comedy, Drama",5.3,980.0,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal
13362,Sonam Gupta Bewafa Hai,2021.0,131.0,Comedy,6.0,55.0,Ssaurabh Tyagi,Surbhi Jyoti,Atul Srivastava,Jassie Gill
13363,Sonchand,2018.0,131.0,Drama,6.0,55.0,Ranjith Oraon,Sachin Kumar Meena,,
13364,Sonchidi,2011.0,55.0,"Drama, Mystery, Sci-Fi",6.3,82.0,Amit Dutta,Nitin Goel,Gagan Singh Sethi,
13365,Sonchiriya,2019.0,143.0,"Action, Crime, Drama",8.1,9572.0,Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana
13366,Sone Ka Dil Lohe Ke Haath,1978.0,131.0,Action,6.5,8.0,Naresh Kumar,Sudha Chopra,Rajan Haksar,Nasir Hussain
13367,Sone Ka Shohar,1935.0,131.0,,6.0,55.0,Anand Prasad Kapoor,Baburao Pendharkar,,
13368,Sone Ke Chidiya,1948.0,131.0,Drama,6.0,55.0,Ajit,Leela Kumari,Harishchandra Rao,Vasantrao
13369,Sone Ki Chidiya,1958.0,171.0,"Drama, Romance",6.0,34.0,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan
13370,Sone Ki Lanka,1992.0,131.0,Action,5.7,10.0,Ajay Kashyap,Jeetendra,Jaya Prada,Chunky Panday
13371,Sone Ki Lanka,1978.0,131.0,Drama,6.0,55.0,Satpal,Sunil Dutt,Rekha,Seema Kapoor
13372,Sone Ki Sita,1994.0,131.0,Drama,6.0,55.0,Pankaj Berry,Sudha Chandran,Neena Gupta,Rohini Hattangadi
13373,Sone Ki Zanjeer,1992.0,131.0,Action,6.0,55.0,Shiv Kumar,Laxmikant Berde,Priya Arun Berde,Prasenjit Chatterjee
13374,Sone Pe Suhaaga,1988.0,163.0,"Action, Family",4.8,90.0,K. Bapaiah,Jeetendra,Dharmendra,Nutan
13375,Songs of love,2019.0,210.0,"Drama, Musical, Romance",6.0,55.0,Amit Jain,Sheeba Chaddha,Lopamudra Raut,Arpit Chaudhary
13376,Soni,2018.0,97.0,"Crime, Drama",7.2,2528.0,Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla
13377,Soni De Nakhara,2011.0,131.0,Drama,6.0,55.0,Vicky Gangadhar,Anuj Sawhney,Sheena Shahabadi,Dalip Tahil
13378,Sons of Ram,2012.0,85.0,"Animation, Drama, Musical",6.7,77.0,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi
13379,Sonthakkaran,1989.0,131.0,"Action, Comedy, Drama",6.0,55.0,Raja,Arjun Sarja,Madhuri,Nirosha
13380,Sonu Ke Titu Ki Sweety,2018.0,138.0,"Comedy, Romance",7.1,20000.0,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
13381,Sookha,1983.0,119.0,Drama,6.6,9.0,M.S. Sathyu,Pankaj Dheer,Anant Nag,
13382,Sooper Se Ooper,2013.0,131.0,Comedy,4.3,178.0,Shekhar Ghosh,Tinnu Anand,Mahesh Balraj,Mithilesh Chaturvedi
13383,Sooraj Pe Dastak,1995.0,131.0,Drama,6.0,55.0,,,,
13384,Soorarai Pottru,2020.0,153.0,Drama,9.1,83029.0,Sudha Kongara,Suriya,Madhavan,Paresh Rawal
13385,Soorat Aur Seerat,1962.0,131.0,"Drama, Family",7.2,14.0,Rajnish Bahl,Dharmendra,Nutan,K.N. Singh
13386,Soorma,2018.0,131.0,"Biography, Drama, Sport",7.4,4648.0,Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi
13387,Soorma Bhopali,1988.0,153.0,Comedy,5.6,60.0,Jagdeep,Jagdeep,Agha,Amitabh Bachchan
13388,Sooryavansham,1999.0,168.0,"Action, Drama",6.3,2820.0,E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan,Soundarya
13389,Sooryavanshi,2021.0,176.0,"Action, Thriller",6.0,55.0,Rohit Shetty,Akshay Kumar,Katrina Kaif,Ajay Devgn
13390,Sopan,1994.0,134.0,Thriller,6.0,55.0,Ajay Bannerjee,Soumitra Chatterjee,Mamata Shankar,
13391,Sorry Bhai!,2008.0,154.0,"Comedy, Drama, Romance",6.1,1019.0,Onir,Shabana Azmi,Boman Irani,Sanjay Suri
13392,Sorry Daddy,2015.0,131.0,Action,4.7,6.0,Vijay Pal,Shamim Khan,Anupam Shukla,Mukesh Tiwari
13393,Sorry Madam Maaf Karo,2013.0,131.0,Comedy,6.0,55.0,D.M. Subhashish,Master Aman,Prima Shambhavi Chatterjee,Dinesh Hingoo
13394,SOS Talk,2015.0,132.0,Drama,6.0,55.0,Kumaar Aadarsh,Kumaar Aadarsh,Melica Amina,Shreya Chawla
13395,SOS: Secrets of Sex,2013.0,114.0,Drama,5.8,34.0,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur
13396,SOS: Secrets of Sex Chapter 3,2014.0,108.0,Drama,3.5,31.0,Kumaar Aadarsh,Kumaar Aadarsh,Leena Kapoor,
13397,Soul,2015.0,131.0,Romance,6.0,55.0,Mehmood Ali,Shiba Bhardwaj,Zuber K. Khan,
13398,Soul of Sand,2010.0,99.0,"Drama, Mystery, Thriller",5.6,82.0,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani
13399,Soulmates,,131.0,Drama,6.0,55.0,Saif Khan Chishty,,,
13400,Sound of Water-Paani Ki Aawaz,2019.0,119.0,Adventure,6.0,55.0,Shravan Kumar Rathore,Abraam Pandey,Jaspreet Kaur Pruthi,Prem Sharma
13401,Soundtrack,2011.0,132.0,"Drama, Musical",7.1,826.0,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma
13402,Souryam,2008.0,151.0,"Action, Drama",5.8,167.0,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur
13403,Souten,1983.0,160.0,"Drama, Musical, Romance",5.7,196.0,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure
13404,Souten Ki Beti,1989.0,136.0,"Drama, Family",5.3,55.0,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada
