,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Box_office
12561,Satte Pe Satta,1982.0,160.0,"Action, Comedy, Drama",7.2,3139.0,Raj N. Sippy,Amitabh Bachchan,Hema Malini,Ranjeeta Kaur,Hit
12562,Satya,1998.0,170.0,"Action, Crime, Drama",8.2,13918.0,Ram Gopal Varma,J.D. Chakravarthi,Manoj Bajpayee,Urmila Matondkar,Hit
12563,Satya 2,2013.0,142.0,"Action, Crime, Drama",5.9,940.0,Ram Gopal Varma,Puneet Singh Ratn,Sharwanand,Anaika Soti,Average
12564,Satya Bol,2004.0,131.0,Action,6.0,55.0,Sanjay Upadhyay,Sulabha Arya,Anupam Bhattacharya,Rajendra Gupta,Average
12565,Satyabhama,2007.0,131.0,"Drama, Romance",3.8,8.0,Srihari Nanu,Babloo,Babu Mohan,Raghu Babu,Below_average
12566,Satyagraha,2013.0,152.0,Drama,5.9,4964.0,Prakash Jha,Amitabh Bachchan,Kareena Kapoor,Ajay Devgn,Average
12567,Satyajit Ray,1982.0,131.0,"Documentary, Biography",7.2,103.0,Shyam Benegal,Victor Banerjee,Smita Patil,Om Puri,Hit
12568,Satyakam,1969.0,175.0,Drama,8.2,690.0,Hrishikesh Mukherjee,Ashok Kumar,Dharmendra,Sharmila Tagore,Hit
12569,Satyam Shivam Sundaram: Love Sublime,1978.0,172.0,"Drama, Romance",7.1,999.0,Raj Kapoor,Shashi Kapoor,Zeenat Aman,Kanhaiyalal Chaturvedi,Hit
12570,Satyamev Jayate,1987.0,131.0,"Action, Drama",6.7,94.0,Raj N. Sippy,Vinod Khanna,Meenakshi Sheshadri,Madhavi,Average
12571,Satyameva Jayate,2000.0,141.0,"Crime, Thriller",5.2,90.0,Viji Thampi,Suresh Gopi,Aishwarya,Baburaj,Average
12572,Satyameva Jayate,2018.0,140.0,"Action, Crime, Drama",5.7,6302.0,Milap Zaveri,John Abraham,Manoj Bajpayee,Aisha Sharma,Average
12573,Satyameva Jayate 2,2021.0,122.0,"Action, Crime, Drama",6.0,55.0,Milap Zaveri,John Abraham,Gautami Kapoor,Divya Khosla Kumar,Average
12574,Satyarthi,2019.0,52.0,Documentary,6.0,55.0,Pankaj Johar,Kailash Satyarthi,Unknown,Unknown,Average
12575,Satyavan Savitri,1914.0,131.0,Unknown,6.0,55.0,Dhundiraj Govind Phalke,Unknown,Unknown,Unknown,Average
12576,Satyavan Savitri,1948.0,131.0,Musical,6.0,55.0,Nirupa Roy,Bhim,Umakant,Baburaje,Average
12577,Satyavati,2016.0,131.0,Crime,8.2,94.0,Deepthi Tadnaki,Iti Acharya,Shwetha Gupta,Anmol Jai,Hit
12578,Satyawadi Raja Harishchandra,1931.0,131.0,Unknown,6.0,55.0,J.J. Madan,Jehanara Kajjan,Nawab,Sharifa,Average
12579,Sau Crore,1991.0,158.0,"Mystery, Thriller",4.0,46.0,Dev Anand,Dev Anand,Sonika Gill,Vikram Gokhale,Hit
12580,Sau Din Saas Ke,1980.0,131.0,Drama,6.0,40.0,Vijay Sadanah,Ashok Kumar,Raj Babbar,Reena Roy,Average
12581,Sau Jhooth Ek Sach,2004.0,110.0,"Drama, Thriller",7.2,70.0,Bappaditya Roy,Mammootty,Lillete Dubey,Joy Sengupta,Hit
12582,Sau Ka Note,1955.0,131.0,Unknown,6.0,55.0,Yeshwant Pethkar,Geeta Bali,Karan Dewan,Krishna Kumari,Average
12583,Sau Saal Baad,1966.0,131.0,"Mystery, Thriller",6.0,55.0,B.K. Dubey,Feroz Khan,Manmohan Krishna,Kumkum,Average
12584,Sau Saal Baad,1989.0,131.0,Horror,3.4,17.0,Mohan Bhakri,Hemant Birje,Sahila Chaddha,Suraj Chaddha,Below_average
12585,Sau Saal Beet Gaye,1970.0,131.0,Romance,6.0,55.0,Ved-Madan,Ashok Kumar,Helen,Iftekhar,Average
12586,Saubhagya,1940.0,131.0,Unknown,6.0,55.0,Chimanlal Luhar,Unknown,Unknown,Unknown,Average
12587,Saubhagya Laxmi,1934.0,131.0,Unknown,6.0,55.0,Rajkumari,Sultana,Unknown,Unknown,Average
12588,Saubhagya Sundari,1933.0,131.0,Unknown,6.0,55.0,Homi Master,Dinshaw Bilimoria,Jamshedji,Jillo,Average
12589,Sauda,1974.0,131.0,"Crime, Drama",6.0,55.0,Sudesh Issar,Vinod Khanna,Yogeeta Bali,Sudhir Bajaj,Average
12590,Sauda,1995.0,132.0,Romance,3.8,24.0,Ramesh Modi,Sumeet Saigal,Neelam Kothari,Vikas Bhalla,Below_average
12591,Sauda the deal,2006.0,131.0,Drama,6.0,55.0,Jayprakkash Shaw,Aryan Vaid,Preeti Jhangiani,Sanjay Kapoor,Average
12592,Saudagar,1951.0,131.0,Unknown,6.0,55.0,M.I. Dharamsey,Balam,Suraiya Chowdhary,Nasir Khan,Average
12593,Saudagar,1973.0,131.0,"Drama, Family",7.2,733.0,Sudhendu Roy,Amitabh Bachchan,Nutan,Trilok Kapoor,Hit
12594,Saudagar,1991.0,213.0,"Action, Drama, Romance",6.8,1279.0,Subhash Ghai,Dilip Kumar,Raaj Kumar,Vivek Mushran,Average
12595,Saudagar,1942.0,131.0,Drama,6.0,55.0,Balwant Bhatt,Unknown,Unknown,Unknown,Average
12596,Saudamini,1950.0,131.0,Drama,6.0,55.0,P.C. Joshi,Leela Chitnis,Sona Chatterjee,Cuckoo,Average
12597,Saugandh,1942.0,131.0,Drama,6.0,55.0,Hemchandra Chunder,Pahadi Sanyal,Bharati Devi,Asitbaran,Average
12598,Saugandh,1961.0,131.0,Unknown,6.0,55.0,G.K. Ramu,Anjali Devi,Gemini Ganesan,Kamla Laxman,Average
12599,Saugandh,1991.0,153.0,"Action, Drama, Romance",5.8,925.0,Raj N. Sippy,Rakhee Gulzar,Akshay Kumar,Shanti Priya,Average
12600,Saugandh,2000.0,131.0,Action,6.0,55.0,Dilip Gulati,Dharmendra,Shakti Kapoor,Raza Murad,Average
12601,Saugandh Geeta Ki,2001.0,97.0,Action,3.8,6.0,William Hunt,Ishrat Ali,Hemant Birje,Pinky Chinoy,Below_average
12602,Saumya Ganesh,2020.0,131.0,Romance,6.0,55.0,Avinash Dhyani,Avinash Dhyani,Sanskriti Bhatt,Sushil Ranakoti,Average
12603,Sautela,1999.0,139.0,Action,4.7,13.0,Rama Rao Tatineni,Vinay Anand,Mithun Chakraborty,Gulshan Grover,Average
12604,Sautela Bhai,1962.0,131.0,"Drama, Family",7.3,10.0,Mahesh Kaul,Anwari,Bagla,S.N. Banerjee,Hit
12605,Sautela Bhai,1996.0,144.0,Drama,6.0,25.0,B.R. Ishara,Rajesh Khanna,Raj Babbar,Kumar Gaurav,Average
12606,Sautela Pati,1985.0,131.0,Drama,6.0,55.0,B.R. Ishara,Raj Kiran,Devendra Khandelwal,Asha Sachdev,Average
12607,Sava Ser Gehu,1989.0,131.0,Drama,6.0,55.0,Om Puri,Unknown,Unknown,Unknown,Average
12608,Savdhan,1954.0,131.0,Unknown,6.0,55.0,Datta Dharmadhikari,Raja Gosavi,Shyam Kumar,Dada Mirasi,Average
12609,Savdhan,1991.0,131.0,Thriller,6.0,55.0,Rakesh Saraiya,Suneil Anand,Parikshit Sahni,Binny Shah,Average
12610,Savdhan-Ek Adbhut Kahani,2019.0,90.0,Horror,6.0,55.0,Aquil Haider,Sandeep Mishra,Hemant Birje,Sanil Gaikwad,Average
12611,Savera,1958.0,131.0,"Crime, Drama",7.2,9.0,Satyen Bose,Ashok Kumar,Meena Kumari,Bipin Gupta,Hit
12612,Savera,1942.0,131.0,Unknown,6.0,55.0,V.C. Desai,Arun,Nirmala Devi,Kesari,Average
12613,Savera,1972.0,131.0,Drama,6.0,55.0,V.K. Sharma,Sajid Khan,Abhi Bhattacharya,Anil Dhawan,Average
12614,Saveray Wali Gaadi,1986.0,135.0,Drama,6.2,58.0,Bharathiraja,Sunny Deol,Poonam Dhillon,Prem Chopra,Average
12615,Savitri,1937.0,136.0,Fantasy,6.0,55.0,Franz Osten,Devika Rani,Ashok Kumar,Chandraprabha,Average
12616,Savitri,1961.0,131.0,Unknown,6.0,55.0,Phani Majumdar,Unknown,Unknown,Unknown,Average
12617,Sawa Lakh,1944.0,131.0,Drama,6.0,55.0,Rs Chaudary,Unknown,Unknown,Unknown,Average
12618,Sawa Ser Gehu,1995.0,131.0,Drama,6.0,55.0,Virendra Sharma,Kalpana,Virendra Sharma,Sriram,Average
12619,Sawaal,1982.0,123.0,"Drama, Family, Romance",6.1,56.0,Ramesh Talwar,Sanjeev Kumar,Waheeda Rehman,Shashi Kapoor,Average
12620,Sawaari,1984.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
12621,Sawan,1945.0,131.0,Drama,6.0,55.0,Dwarka Khosla,Ameeta,Shanta Apte,Bharat Bhushan,Average
12622,Sawan,1959.0,131.0,Drama,6.0,55.0,Ramesh Tiwari,Bharat Bhushan,Ameeta,Achala Sachdev,Average
12623,Sawan Aya Re,1949.0,131.0,Unknown,6.0,55.0,Kishore Sahu,Kishore Sahu,David Abraham,Mohna,Average
12624,Sawan Bhadon,1949.0,131.0,Unknown,6.0,55.0,Kishore Sahu,Om Prakash,Unknown,Unknown,Average
12625,Sawan Bhadon,1970.0,155.0,"Action, Romance, Thriller",6.5,41.0,Mohan Segal,Navin Nischol,Rekha,Shyama,Average
12626,Sawan Ke Geet,1978.0,131.0,"Drama, Family",6.0,55.0,R. Bhattacharya,Sanjeev Kumar,Rekha,Mehmood,Average
12627,Sawan Ki Ghata,1966.0,136.0,"Musical, Romance",6.3,55.0,Shakti Samanta,Manoj Kumar,Sharmila Tagore,Mumtaz,Average
12628,Sawan Ko Aane Do,1979.0,153.0,"Musical, Drama, Romance",7.6,64.0,Kanak Mishra,Rita Bhaduri,Arun Govil,Jankidas,Hit
12629,Say Salaam India: 'Let's Bring the Cup Home',2007.0,130.0,"Drama, Sport",6.3,94.0,Subhash Kapoor,Mandar Jadhav,Milind Soman,Sanjay Suri,Average
12630,Say Yes to Love,2012.0,115.0,Romance,5.5,14.0,Mahrukh Mirza,Nazia Hussain,Salim Khan,Kunal Shamshere Malla,Average
12631,Sayanna Varthakal,,131.0,"Comedy, Thriller",6.0,55.0,Arun Chandu,Gokul Suresh,Dhyan Sreenivasan,Aju Varghese,Average
12632,Sayonee,2020.0,111.0,"Action, Musical, Romance",7.6,566.0,Nitin Gupta,Abhay Singhal,Tanmay Ssingh,Musskan Sethi,Hit
12633,Sayyed Waris Shah,1980.0,131.0,Romance,6.0,55.0,Urmila Bhatt,Ajit Singh Deol,Koushalya Devi,Prema Kumari,Average
12634,Sazaa,1951.0,111.0,"Drama, Family",6.2,36.0,Fali Mistry,Dev Anand,Nimmi,Shyama,Average
12635,Sazaa,1972.0,131.0,"Action, Thriller",5.0,6.0,Chand,Ashok Kumar,Pran,Kabir Bedi,Average
12636,Sazaye Maut,1981.0,131.0,"Crime, Drama",7.0,80.0,Vidhu Vinod Chopra,Naseeruddin Shah,Radha Saluja,Naresh Suri,Hit
12637,Sazish,1959.0,131.0,Thriller,6.0,55.0,Husn Banu,Nalini Chonkar,Ranjan,Unknown,Average
12638,Scam,,131.0,Crime,6.0,55.0,Manish Gupta,Rohan Vinod Mehra,Vinay Pathak,Ranvir Shorey,Average
12639,Scary Forest,2021.0,130.0,Horror,6.0,55.0,Sanjay Abeer,Riddhii Bansal,Jayaprabhu Lingayath,Teena Ponnappa,Average
12640,Scavenger's Daughter,2017.0,131.0,Thriller,6.0,55.0,Ritesh Menon,Seema Adhikari,Parvin Dabas,Yusuf Hussain,Average
12641,Scholarship,,131.0,Drama,6.0,55.0,Raman Bharadwaj,Kalki Koechlin,Konkona Sen Sharma,Harsh Mayar,Average
12642,School,2004.0,131.0,Drama,6.6,13.0,Pratima V. Kulkarni,Yashodhan Bal,Ravi Behl,Siddharth Dhamija,Average
12643,School Chalega..!,2017.0,110.0,"Action, Comedy, Crime",6.0,55.0,Ameet Prajapati,Shubhankar Das,Svar Kamble,Satish Kaushik,Average
12644,School Girl,1999.0,131.0,Drama,8.0,50.0,Kishan Shah,Aparna,Raj Premi,Jyoti Rana,Hit
12645,School Is Cool,2013.0,131.0,Animation,6.0,55.0,Rajiv Chilaka,Unknown,Unknown,Unknown,Average
12646,School Master,1943.0,131.0,Unknown,6.0,55.0,Chimanlal Luhar,Banerjee,Karan Dewan,Gope,Average
12647,School Master,1958.0,185.0,Unknown,7.0,18.0,B. Ramakrishnaiah Panthulu,B. Ramakrishnaiah Panthulu,M.V. Rajamma,Dikki Madhava Rao,Hit
12648,School Master,1959.0,117.0,Unknown,6.0,55.0,B. Ramakrishnaiah Panthulu,Karan Dewan,Shakila,Saroja Devi B.,Average
12649,School teacher,2016.0,131.0,Drama,6.0,55.0,Laxman Yaara,Ajay Bafna,Gayatri Singh,Unknown,Average
12650,Scorned,2020.0,104.0,Thriller,2.5,25.0,Tanveer Hashmi,Tanveer Hashmi,Pooja Joshi,Paras Randhawa,Below_average
12651,Scotland,2019.0,120.0,Crime,5.3,406.0,Manish Vatssalya,Adam Saini,Khushboo Purohit,Chetan Pandit,Average
12652,Scout Camp,1959.0,131.0,Drama,6.0,55.0,Kidar Nath Sharma,Ashok Dubey,Ratan Gaurang,Ashok Sharma,Average
12653,Scream of the Ants,2006.0,85.0,"Adventure, Drama",6.0,856.0,Mohsen Makhmalbaf,Mamhoud Chokrollahi,Mahnour Shadzi,Karl Maass,Average
12654,Screwdriver,,131.0,Thriller,6.0,55.0,Raman Bharadwaj,Tisca Chopra,Gulshan Grover,Rajeev Khandelwal,Average
12655,Scribbles on Akka,2000.0,60.0,Drama,6.0,55.0,Dutta Madhusree,Seema Biswas,Sabitri Heisnam,Harish Khanna,Average
12656,Sea of Lost Time,2019.0,45.0,Fantasy,6.0,55.0,Gurvinder Singh,Unknown,Unknown,Unknown,Average
12657,Searching for Sheela,2021.0,58.0,"Documentary, Biography, Crime",4.1,553.0,Shakun Batra,Ma Anand Sheela,Shoma Chaudhury,Anurag Chauhan,Average
12658,Seasons Greeting,2019.0,47.0,Drama,6.5,32.0,Ram Kamal Mukherjee,Lillete Dubey,Shree Ghatak,Celina Jaitly,Average
12659,Second Hand Husband,2015.0,105.0,"Comedy, Romance",3.8,156.0,Smeep Kang,Dharmendra,Sanjay Mishra,Vijay Raaz,Below_average
12660,Second Innings,,131.0,Comedy,6.0,55.0,Abhishek Jain,Rajkummar Rao,Kriti Sanon,Paresh Rawal,Average
12661,Second Marriage Dot Com,2012.0,130.0,Drama,7.5,55.0,Gaurav Panjwani,Subhash Ahuja,Syna Anand,Raman Atre,Hit
12662,Secret,,131.0,"Romance, Thriller",6.0,55.0,Ram Gopal Varma,Tisca Chopra,Meera Chopra,Kainaat Arora,Average
12663,Secret Agent Raja,1991.0,131.0,Action,6.0,55.0,K. Raghavendra Rao,Chiranjeevi,Raza Murad,Radha,Average
12664,Secret Attack,2020.0,131.0,Drama,8.6,21.0,Hemendra Kumar Singh,Perthvi Jutsi,Brijendra Kala,Ashutosh Kaushik,Hit
12665,Secret Honeymoon,2000.0,95.0,Thriller,6.0,55.0,Ratnakar,Sonam,Usman,Unknown,Average
12666,Secret of Selfie,,120.0,"Horror, Mystery, Thriller",6.0,55.0,Maahi Khan,Ankit Sain,Yogi Raj,Vinayak Handa,Average
12667,Secret Pocketmaar,2021.0,131.0,"Action, Comedy, Drama",6.0,55.0,Akhilesh Kumar Upadhyay,Ayush Kumar Upadhyay,Manoj Bakshi,Mushtaq Khan,Average
12668,Secret Superstar,2017.0,150.0,"Drama, Music",7.8,21923.0,Advait Chandan,Zaira Wasim,Meher Vij,Raj Arjun,Hit
12669,Secret the Unfold,2020.0,131.0,Horror,6.0,55.0,Prince Khan,Amit Kumar,Laughy Paul,Karishma Shetty,Average
12670,Secretary,1938.0,131.0,Unknown,6.0,55.0,Chaturbhuj Doshi,Noor Mohammad Charlie,Trilok Kapoor,Unknown,Average
12671,Secrets and Lies,2007.0,78.0,Documentary,6.0,55.0,Stavros Stagos,Alexandros Logothetis,Unknown,Unknown,Average
12672,Secrets of love (SOL),2021.0,131.0,Biography,6.0,55.0,Ritesh s Kumar,Ravi Kishan,Vivek Mishra,Siddhant Pandey,Average
12673,Secrets of Sinauli,2021.0,56.0,"Documentary, History",9.3,1373.0,Raghav Jairath,Manoj Bajpayee,R.S. Bhist,K.N. Dixit,Hit
12674,Secrets of the Seven Sounds,2008.0,131.0,"Animation, Adventure, Fantasy",3.8,9.0,Rajiv Maikhuri,Parvin Dabas,Gaurav Kapoor,Koel Purie,Below_average
12675,Section 375,2019.0,124.0,"Crime, Drama, Mystery",8.1,13045.0,Ajay Bahl,Akshaye Khanna,Richa Chadha,Rahul Bhatt,Hit
12676,Section 84,,131.0,Crime,6.0,55.0,Raj Kumar Gupta,Unknown,Unknown,Unknown,Average
12677,See You in Court,,131.0,Unknown,6.0,55.0,Sachin Kaushik,Dinesh Sudarshan Soi,Samir Soni,Preeti Jhangiani,Average
12678,See You in Hell,2021.0,131.0,Thriller,6.0,55.0,Rahul Chakraborty,Unknown,Unknown,Unknown,Average
12679,Seeking Happily Ever After,2018.0,104.0,"Drama, Romance",6.8,1117.0,Harish Vyas,Shivani Raghuvanshi,Anshuman Jha,Ekavali Khanna,Average
12680,Seeking Love,2008.0,131.0,Romance,6.0,55.0,Vishwa Naidu,Unknown,Unknown,Unknown,Average
12681,Seeking True Love,2017.0,116.0,"Comedy, Romance",7.5,20275.0,Ashwiny Iyer Tiwari,Ayushmann Khurrana,Kriti Sanon,Rajkummar Rao,Hit
12682,Seelavathi,2018.0,131.0,Unknown,6.0,55.0,Sai Raam Dasari,Unknown,Unknown,Unknown,Average
12683,Seema,1971.0,131.0,"Drama, Family",6.0,13.0,Surendra Mohan,Rakesh Roshan,Kabir Bedi,Simi Garewal,Average
12684,Seema,1971.0,131.0,"Crime, Drama, Mystery",6.0,55.0,Suraj Prakash,Rajesh Khanna,Meena Kumari,Unknown,Average
12685,Seema,1955.0,140.0,Drama,6.8,103.0,Amiya Chakrabarty,Nutan,Balraj Sahni,Sunder,Average
12686,Seepeeyan,1984.0,131.0,Drama,6.8,12.0,Akash Jain,Om Puri,Ranjeet,Debashree Roy,Average
12687,Seeta,1934.0,131.0,Unknown,6.4,9.0,Debaki Bose,Mukhtar Begum,Dhiraj Bhattacharya,Gul Hamid,Average
12688,Seeta Aur Geeta,1972.0,162.0,"Adventure, Comedy, Drama",6.8,1768.0,Ramesh Sippy,Dharmendra,Sanjeev Kumar,Hema Malini,Average
12689,Seeta Salma Suzy,1992.0,131.0,Action,6.0,55.0,Qamar Narvi,S.D. Banerjee,Rita Bhaduri,Sudha Chandran,Average
12690,Seeta Sawayamwar,1948.0,131.0,Unknown,6.0,55.0,A.R. Sheikh,Anant Marathe,Baby Shakuntala,Durga Khote,Average
12691,Seeta Swayamvar,1933.0,131.0,Unknown,6.0,55.0,H.M. Reddy,Unknown,Unknown,Unknown,Average
12692,Seetaram Radheshyam,1973.0,131.0,Unknown,6.0,55.0,Himmat Dave,Anita,Bharat Bhushan,Jeevan,Average
12693,Seetharamula Kalyanam Lankalo,2010.0,142.0,"Action, Comedy, Drama",4.4,119.0,Y. Eshwara Reddy,Hansika Motwani,Nithiin,Ali,Average
12694,Seevalaperi Pandi,1994.0,114.0,"Action, Thriller",6.8,44.0,Prathap Pothen,Ahana,Napolean,R.P. Vishwam,Average
12695,Sehar,2005.0,125.0,"Action, Crime, Drama",7.7,2082.0,Kabeer Kaushik,Arshad Warsi,Pankaj Kapur,Mahima Chaudhry,Hit
12696,Sehme Huye Sitaare,1994.0,131.0,Drama,6.0,55.0,Kidar Nath Sharma,Ramesh Bhatkar,Bindu,Hercules,Average
12697,Sehra,1963.0,131.0,"Drama, Romance",6.0,40.0,Shantaram Rajaram Vankudre,Sandhya,Lalita Pawar,Prashanth,Average
12698,Sej Piya Ki,1985.0,131.0,Drama,6.0,55.0,Sudhir Dalvi,Ashwini Khosla,Neelam Mehra,Paintal,Average
12699,Selima,1935.0,131.0,Unknown,6.0,55.0,Modhu Bose,Gul Hamid,Indubala,Madhvi,Average
12700,Senani Sane Guruji,1995.0,131.0,Drama,6.0,55.0,Ramesh Deo,Yashwant Dutt,Meghna Erande,Alka Kubal,Average
12701,Senapati,1961.0,131.0,Unknown,6.0,55.0,Kedar Kapoor,Amarnath,Helen,Nalini Jaywant,Average
12702,Senapati,2007.0,143.0,"Action, Drama",6.0,55.0,Dinesh Chaudhary,Neelam Choudhary,Kavita Joshi,Uttar Kumar,Average
12703,Sengottai,1996.0,150.0,Action,6.9,15.0,C.V. Sasikumar,Rajan Deo,Rajan P. Dev,Meena,Average
12704,Serious Men,2020.0,114.0,"Comedy, Drama",6.8,6382.0,Sudhir Mishra,Sachin Krishn,Nawazuddin Siddiqui,Nassar,Average
12705,Service Ltd.,1939.0,131.0,Unknown,6.0,55.0,Bhudo Advani,Unknown,Unknown,Unknown,Average
12706,Setters,2019.0,126.0,Thriller,5.3,246.0,Ashwini Chaudhary,Shreyas Talpade,Aftab Shivdasani,Sonnalli Seygall,Average
12707,Setu,1987.0,131.0,Documentary,6.0,55.0,Bhimsain,Unknown,Unknown,Unknown,Average
12708,Setu Bandhan,1932.0,131.0,Drama,6.0,55.0,Dhundiraj Govind Phalke,Baburao,Udit Singh,Harban,Average
12709,Seva Samaj,1939.0,145.0,Unknown,6.0,55.0,Chimanlal Luhar,Maya Banerjee,Surendra,Bibbo,Average
12710,Seven Nights,1999.0,131.0,Horror,6.0,55.0,Geeta,Jyoti,Raja,Ravi,Average
12711,Seventh,2019.0,131.0,Thriller,6.0,55.0,Sam Khan,Lallit,Sumit,Unknown,Average
12712,Sewa,1942.0,131.0,Unknown,6.0,55.0,Dhirubhai Desai,Shantakumari,Unknown,Unknown,Average
12713,Sewak,1975.0,131.0,Drama,6.7,9.0,S.M. Abbas,Vinod Khanna,Neetu Singh,Ranjeet,Average
12714,Sha Na Na,2002.0,53.0,"Music, Romance",6.0,55.0,Neha Dhupia,Palash Sen,Unknown,Unknown,Average
12715,Shaabash! You Can Do It,2009.0,131.0,Action,6.0,55.0,Shankar Mondal,Hitesh Aggarwal,Sudesh Berry,Mansi Dovhal,Average
12716,Shaadi,1941.0,131.0,Unknown,6.0,55.0,Jayant Desai,Madhuri,Motilal,Khurshid Begum,Average
12717,Shaadi,1962.0,131.0,"Action, Comedy, Drama",7.2,28.0,R. Krishnan,S. Panju,Balraj Sahni,Saira Banu,Hit
12718,Shaadi Abhi Baaki Hai,2017.0,127.0,Drama,5.2,11.0,Mansi Dovhal,Amit Bhaskar,Prem Chopra,Sonika Chopra,Average
12719,Shaadi Aur Barbadi,1991.0,131.0,Comedy,6.0,55.0,Abhilasha,Unknown,Unknown,Unknown,Average
12720,Shaadi Express,2017.0,112.0,Comedy,6.0,55.0,Sanjay Punjabi,Unknown,Unknown,Unknown,Average
12721,Shaadi Ka Laddoo,2004.0,131.0,Comedy,5.1,99.0,Raj Kaushal,Sanjay Suri,Mandira Bedi,Aashish Chaudhary,Average
12722,Shaadi Kar Lo,1978.0,131.0,Comedy,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
12723,Shaadi Karke Phas Gaya Yaar,2006.0,152.0,"Comedy, Drama, Romance",4.1,1143.0,K.S. Adiyaman,Salman Khan,Shilpa Shetty Kundra,Reema Lagoo,Average
12724,Shaadi Ke Baad,1972.0,134.0,Comedy,5.1,28.0,L.V. Prasad,Jeetendra,Rakhee Gulzar,Shatrughan Sinha,Average
12725,Shaadi ke patasey,2019.0,90.0,Drama,6.9,7.0,Shahid Kazmi,Arjun Manhas,Tariq Imtyaz,Mushtaq Ali,Average
12726,Shaadi Ke Sapne,1992.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
12727,Shaadi Ke Side Effects,2014.0,145.0,"Comedy, Romance",5.6,3882.0,Saket Chaudhary,Farhan Akhtar,Vidya Balan,Vir Das,Average
12728,Shaadi Mein Zaroor Aana,2017.0,137.0,"Drama, Romance",7.6,13387.0,Ratnaa Sinha,Rajkummar Rao,Kriti Kharbanda,K.K. Raina,Hit
12729,Shaadi No. 1,2005.0,129.0,Comedy,3.5,892.0,David Dhawan,Fardeen Khan,Zayed Khan,Sharman Joshi,Below_average
12730,Shaadi Se Pahle Tabahi,1992.0,131.0,Drama,6.0,55.0,Pratap Chandra,VKR Rashi,Sharmilee,Raj Tilak,Average
12731,Shaadi Se Pehle,2006.0,122.0,"Comedy, Musical, Romance",4.1,737.0,Satish Kaushik,Akshaye Khanna,Ayesha Takia,Mallika Sherawat,Average
12732,Shaadi Se Pehle Aur Shaadi Ke Baad,1989.0,87.0,Drama,6.0,55.0,Kommineni,Kommineni,Unknown,Unknown,Average
12733,Shaadi Teri Bajayenge Hum Band,2018.0,140.0,Comedy,4.9,180.0,Gurpreet Sondh,Rahul Bagga,Radha Bhatt,Shrashti Maheshwari,Average
12734,Shaadisthan,2021.0,94.0,"Drama, Musical",6.0,191.0,Raj Singh Chaudhary,Nivedita Bhattacharya,Sanjay Dadhich,Kirti Kulhari,Average
12735,Shaam Hi To Hai,1993.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
12736,Shaan,1980.0,181.0,"Action, Adventure, Crime",7.1,2596.0,Ramesh Sippy,Sunil Dutt,Shashi Kapoor,Amitabh Bachchan,Hit
12737,Shaan,1950.0,181.0,"Drama, Family",6.0,55.0,Jayant Desai,Rehman,Suraiya,Amar,Average
12738,Shaan,2017.0,64.0,"Comedy, Drama, Family",6.0,55.0,Dinesh Chaudhary,Santosh Jangra,Rajender Kashyap,Sonal Khatri,Average
12739,Shaan E Elaahi,1995.0,131.0,Drama,6.0,55.0,Liayaqatullah,Brahmachari,Mac Mohan,Ricky Oberoi,Average
12740,Shaandaar,2015.0,144.0,"Comedy, Drama, Romance",3.5,5250.0,Vikas Bahl,Shahid Kapoor,Alia Bhatt,Pankaj Kapur,Below_average
12741,Shaan-e-Hind,1936.0,131.0,Unknown,6.0,55.0,R.S. Choudhury,Dinshaw Bilimoria,Ruby Mayer,Unknown,Average
12742,Shaap,2021.0,131.0,Documentary,6.0,55.0,Maria Sigrist,Satindar Singh Bedi,Unknown,Unknown,Average
12743,Shaapit: The Cursed,2010.0,145.0,"Adventure, Horror, Romance",5.4,844.0,Vikram Bhatt,Aditya Narayan,Shweta Agarwal,Shubh Joshi,Average
12744,Shaatiron Ka Shaatir Girgit,2018.0,111.0,Action,6.0,55.0,Shravan Shugan,Unknown,Unknown,Unknown,Average
12745,Shaayad,1979.0,131.0,Drama,5.3,14.0,Madan Bawaria,Vijayendra Ghatge,Neeta Mehta,Naseeruddin Shah,Average
12746,Shabaash Mithu,2021.0,131.0,Biography,6.0,55.0,Rahul Dholakia,Taapsee Pannu,Unknown,Unknown,Average
12747,Shabab,1954.0,131.0,"Drama, Romance",5.5,25.0,M. Sadiq,Bharat Bhushan,Nutan,Shyam Kumar,Average
12748,Shabd,2005.0,140.0,"Drama, Thriller",5.1,1359.0,Leena Yadav,Sanjay Dutt,Aishwarya Rai Bachchan,Zayed Khan,Average
12749,Shabhash Daddy,1979.0,131.0,"Comedy, Romance",6.0,55.0,Kishore Kumar,Yogeeta Bali,S.N. Banerjee,Sulochana Chatterjee,Average
12750,Shabistan,1951.0,131.0,"Drama, Family",6.0,55.0,Bibhuti Mitra,Shyam,Naseem Banu,Murad,Average
12751,Shabnam,1949.0,154.0,"Drama, Family, Romance",6.6,32.0,Bibhuti Mitra,Dilip Kumar,Shyama,Cuckoo,Average
